Tamanho Hairpin sem Loop,Entropia_HP_S_Loop,HP_S_Loop_state_change,GC_Inicial_Hairpin
0.186,0.9852,0.0938,0.1667
0.186,0.9852,0.1562,0.0833
0.186,0.9852,0.2188,0.0833
0.186,0.9852,0.2188,0
0.186,0.9852,0.2812,0
0.186,0.9852,0.0938,0.0833
0.186,0.9852,0.3438,0
0.186,0.9852,0.0312,0.3333
0.186,0.9852,0.2188,0.1667
0.186,0.9852,0.1562,0.25
0.186,0.9852,0.0938,0.25
0.186,0.9852,0.2812,0.1667
0.186,0.9852,0.3438,0.0833
0.186,0.8634,0.0312,0.4167
0.186,0.8634,0.1562,0.25
0.186,0.8634,0.0938,0.1667
0.186,0.8634,0.2188,0.1667
0.186,0.8634,0.2188,0.25
0.186,0.8634,0.2188,0.0833
0.186,0.8634,0.1562,0.3333
0.186,0.8634,0.1562,0.1667
0.186,0.8634,0.0938,0.25
0.186,0.8634,0.0938,0.3333
0.186,0.5925,0.0312,0.5
0.186,0.5925,0.0938,0.0833
0.186,0.5925,0.0938,0.1667
0.186,0.5925,0.0938,0.3333
0.186,0.5925,0.0938,0.25
0.186,0.5925,0.0938,0.4167
0.186,0.002,0,0.5833
0.186,0.9852,0.0938,0.3333
0.186,0.9852,0.1562,0.3333
0.186,0.9852,0.3438,0.1667
0.186,0.9852,0.2188,0.25
0.186,0.9852,0.2812,0.25
0.186,0.8634,0.0938,0.4167
0.186,0.8634,0.1562,0.4167
0.186,0.8634,0.2812,0.0833
0.186,0.8634,0.2188,0.3333
0.186,0.8634,0.2812,0
0.186,0.8634,0.2812,0.1667
0.186,0.8634,0.2812,0.3333
0.186,0.8634,0.3438,0.0833
0.186,0.8634,0.3438,0.25
0.186,0.8634,0.2812,0.25
0.186,0.5925,0.0938,0.5
0.186,0.5925,0.1562,0.5
0.186,0.5925,0.1562,0.25
0.186,0.5925,0.2188,0.25
0.186,0.5925,0.1562,0
0.186,0.5925,0.1562,0.0833
0.186,0.5925,0.2188,0.3333
0.186,0.5925,0.2188,0.1667
0.186,0.5925,0.2188,0.0833
0.186,0.5925,0.1562,0.1667
0.186,0.5925,0.1562,0.3333
0.186,0.5925,0.1562,0.4167
0.186,0.5925,0.2188,0.4167
0.186,0.002,0.0312,0.5833
0.186,0.002,0.0938,0.5833
0.186,0.9852,0.2188,0.3333
0.186,0.8634,0.2812,0.4167
0.186,0.8634,0.3438,0.1667
0.186,0.8634,0.3438,0.3333
0.186,0.8634,0.2188,0.4167
0.186,0.8634,0.3438,0
0.186,0.5925,0.2812,0.5
0.186,0.5925,0.2812,0.4167
0.186,0.5925,0.2812,0.3333
0.186,0.5925,0.2812,0.0833
0.186,0.5925,0.3438,0.4167
0.186,0.5925,0.2812,0.1667
0.186,0.5925,0.2188,0.5
0.186,0.5925,0.2812,0.25
0.186,0.5925,0.3438,0.25
0.186,0.5925,0.2812,0
0.186,0.5925,0.2188,0
0.186,0.5925,0.3438,0.0833
0.186,0.002,0.2188,0.5833
0.186,0.002,0.1562,0.5833
0.186,0.5925,0.3438,0.5
0.186,0.5925,0.3438,0.3333
0.186,0.5925,0.3438,0.1667
0.186,0.5925,0.3438,0
0.186,0.002,0.3438,0.5833
0.186,0.002,0.2812,0.5833
0.186,0.002,0.0312,0
0.186,0.002,0.0938,0
0.186,0.9852,0.3438,0.25
0.186,0.9852,0.2812,0.3333
0.186,0.9852,0.3438,0.3333
0.186,0.8634,0.3438,0.4167
0.186,0.002,0.1562,0
0.186,0.002,0.2188,0
0.186,0.002,0.2812,0
0.186,0.002,0.3438,0
0.2326,0.002,0,0
0.2326,0.5445,0.0312,0.0833
0.2326,0.5445,0.0312,0
0.2326,0.5445,0.0938,0
0.2326,0.8117,0.0312,0.1667
0.2326,0.8117,0.0312,0
0.2326,0.8117,0.1562,0
0.2326,0.8117,0.0938,0
0.2326,0.8117,0.2188,0
0.2326,0.8117,0.1562,0.0833
0.2326,0.8117,0.0938,0.0833
0.2326,0.9545,0.0312,0.25
0.2326,0.9545,0.0312,0
0.2326,0.9545,0.1562,0
0.2326,0.9545,0.2188,0
0.2326,0.9545,0.1562,0.1667
0.2326,0.9545,0.0938,0.0833
0.2326,0.9545,0.2188,0.0833
0.2326,0.9545,0.1562,0.0833
0.2326,0.9545,0.0938,0
0.2326,0.9545,0.2812,0
0.2326,0.9545,0.3438,0
0.2326,0.9545,0.2812,0.0833
0.2326,0.9545,0.0938,0.1667
0.2326,1,0.0312,0.3333
0.2326,1,0.0312,0
0.2326,1,0.0938,0.0833
0.2326,1,0.3438,0.0833
0.2326,1,0.2188,0.1667
0.2326,1,0.2812,0.0833
0.2326,1,0.0938,0
0.2326,1,0.1562,0.25
0.2326,1,0.0938,0.25
0.2326,1,0.2812,0
0.2326,1,0.2188,0
0.2326,1,0.1562,0.0833
0.2326,1,0.1562,0
0.2326,1,0.4062,0.0833
0.2326,1,0.0938,0.1667
0.2326,1,0.2188,0.0833
0.2326,1,0.2812,0.1667
0.2326,1,0.3438,0
0.2326,1,0.1562,0.1667
0.2326,1,0.4062,0
0.2326,0.9545,0.0312,0.4167
0.2326,0.9545,0.1562,0.3333
0.2326,0.9545,0.3438,0.0833
0.2326,0.9545,0.2188,0.1667
0.2326,0.9545,0.2812,0.1667
0.2326,0.9545,0.3438,0.1667
0.2326,0.9545,0.1562,0.25
0.2326,0.9545,0.2188,0.25
0.2326,0.9545,0.0938,0.3333
0.2326,0.9545,0.2812,0.25
0.2326,0.9545,0.0938,0.25
0.2326,0.8117,0.0312,0.5
0.2326,0.8117,0.2188,0.25
0.2326,0.8117,0.2188,0.0833
0.2326,0.8117,0.0938,0.1667
0.2326,0.8117,0.0938,0.3333
0.2326,0.8117,0.1562,0.25
0.2326,0.8117,0.2188,0.3333
0.2326,0.8117,0.2188,0.1667
0.2326,0.8117,0.0938,0.25
0.2326,0.8117,0.1562,0.4167
0.2326,0.8117,0.1562,0.1667
0.2326,0.8117,0.0938,0.4167
0.2326,0.8117,0.1562,0.3333
0.2326,0.5445,0.0312,0.5833
0.2326,0.5445,0.0938,0.5
0.2326,0.5445,0.0938,0.0833
0.2326,0.5445,0.0938,0.25
0.2326,0.5445,0.0938,0.4167
0.2326,0.5445,0.0938,0.3333
0.2326,0.5445,0.0938,0.1667
0.2326,0.002,0,0.6667
0.2326,1,0.0938,0.3333
0.2326,1,0.1562,0.3333
0.2326,1,0.3438,0.1667
0.2326,1,0.2812,0.25
0.2326,1,0.2188,0.25
0.2326,0.9545,0.0938,0.4167
0.2326,0.9545,0.1562,0.4167
0.2326,0.9545,0.3438,0.25
0.2326,0.9545,0.2188,0.3333
0.2326,0.9545,0.4062,0.1667
0.2326,0.9545,0.2812,0.3333
0.2326,0.9545,0.4062,0.0833
0.2326,0.9545,0.4062,0
0.2326,0.9545,0.4062,0.25
0.2326,0.8117,0.0938,0.5
0.2326,0.8117,0.1562,0.5
0.2326,0.8117,0.2812,0.4167
0.2326,0.8117,0.2812,0.0833
0.2326,0.8117,0.2812,0
0.2326,0.8117,0.2812,0.25
0.2326,0.8117,0.2812,0.1667
0.2326,0.8117,0.2188,0.4167
0.2326,0.8117,0.2812,0.3333
0.2326,0.8117,0.3438,0.3333
0.2326,0.8117,0.3438,0.0833
0.2326,0.8117,0.3438,0.25
0.2326,0.8117,0.3438,0.1667
0.2326,0.5445,0.0938,0.5833
0.2326,0.5445,0.1562,0.5833
0.2326,0.5445,0.2188,0.4167
0.2326,0.5445,0.1562,0.3333
0.2326,0.5445,0.2188,0.1667
0.2326,0.5445,0.2188,0.5
0.2326,0.5445,0.1562,0.4167
0.2326,0.5445,0.1562,0.5
0.2326,0.5445,0.2188,0.3333
0.2326,0.5445,0.1562,0.25
0.2326,0.5445,0.1562,0
0.2326,0.5445,0.2188,0.0833
0.2326,0.5445,0.1562,0.1667
0.2326,0.5445,0.1562,0.0833
0.2326,0.5445,0.2188,0.25
0.2326,0.002,0.0312,0.6667
0.2326,0.002,0.0938,0.6667
0.2326,1,0.2188,0.3333
0.2326,0.9545,0.2812,0.4167
0.2326,0.9545,0.3438,0.3333
0.2326,0.9545,0.2188,0.4167
0.2326,0.8117,0.2812,0.5
0.2326,0.8117,0.3438,0.4167
0.2326,0.8117,0.3438,0
0.2326,0.8117,0.4062,0.0833
0.2326,0.8117,0.4062,0.25
0.2326,0.8117,0.4062,0.1667
0.2326,0.8117,0.2188,0.5
0.2326,0.8117,0.4062,0
0.2326,0.8117,0.4062,0.3333
0.2326,0.8117,0.4062,0.4167
0.2326,0.5445,0.2812,0.5833
0.2326,0.5445,0.2188,0.5833
0.2326,0.5445,0.2812,0.4167
0.2326,0.5445,0.3438,0.0833
0.2326,0.5445,0.2812,0.0833
0.2326,0.5445,0.3438,0.25
0.2326,0.5445,0.2812,0.25
0.2326,0.5445,0.2812,0.5
0.2326,0.5445,0.2812,0.1667
0.2326,0.5445,0.2188,0
0.2326,0.5445,0.2812,0.3333
0.2326,0.5445,0.2812,0
0.2326,0.5445,0.3438,0.5
0.2326,0.5445,0.3438,0.4167
0.2326,0.5445,0.3438,0.3333
0.2326,0.5445,0.3438,0.1667
0.2326,0.002,0.2188,0.6667
0.2326,0.002,0.1562,0.6667
0.2326,0.8117,0.3438,0.5
0.2326,0.5445,0.4062,0.5833
0.2326,0.5445,0.4062,0.0833
0.2326,0.5445,0.3438,0.5833
0.2326,0.5445,0.3438,0
0.2326,0.5445,0.4062,0.5
0.2326,0.5445,0.4062,0.3333
0.2326,0.5445,0.4062,0
0.2326,0.5445,0.4062,0.1667
0.2326,0.5445,0.4062,0.25
0.2326,0.5445,0.4062,0.4167
0.2326,0.002,0.3438,0.6667
0.2326,0.002,0.2812,0.6667
0.2326,0.002,0.4062,0.6667
0.2326,0.002,0.0312,0
0.2326,0.002,0.0938,0
0.2326,1,0.3438,0.25
0.2326,1,0.2812,0.3333
0.2326,1,0.4062,0.1667
0.2326,1,0.4062,0.25
0.2326,1,0.3438,0.3333
0.2326,0.9545,0.3438,0.4167
0.2326,0.9545,0.4062,0.4167
0.2326,0.9545,0.4062,0.3333
0.2326,0.8117,0.4062,0.5
0.2326,0.002,0.1562,0
0.2326,0.002,0.2188,0
0.2326,1,0.4062,0.3333
0.2326,0.002,0.2812,0
0.2326,0.002,0.3438,0
0.2326,0.002,0.4062,0
0.2791,0.002,0,0
0.2791,0.5043,0.0312,0.0833
0.2791,0.5043,0.0312,0
0.2791,0.5043,0.0938,0
0.2791,0.7647,0.0312,0.1667
0.2791,0.7647,0.0312,0
0.2791,0.7647,0.2188,0
0.2791,0.7647,0.1562,0.0833
0.2791,0.7647,0.0938,0
0.2791,0.7647,0.1562,0
0.2791,0.7647,0.0938,0.0833
0.2791,0.9185,0.0312,0.25
0.2791,0.9185,0.0312,0
0.2791,0.9185,0.2188,0
0.2791,0.9185,0.2812,0
0.2791,0.9185,0.1562,0
0.2791,0.9185,0.0938,0
0.2791,0.9185,0.3438,0
0.2791,0.9185,0.2812,0.0833
0.2791,0.9185,0.1562,0.1667
0.2791,0.9185,0.2188,0.0833
0.2791,0.9185,0.1562,0.0833
0.2791,0.9185,0.0938,0.1667
0.2791,0.9185,0.0938,0.0833
0.2791,0.9911,0.0312,0.3333
0.2791,0.9911,0.0312,0
0.2791,0.9911,0.1562,0.1667
0.2791,0.9911,0.2188,0
0.2791,0.9911,0.2188,0.0833
0.2791,0.9911,0.1562,0
0.2791,0.9911,0.2188,0.1667
0.2791,0.9911,0.0938,0.25
0.2791,0.9911,0.3438,0
0.2791,0.9911,0.4062,0.0833
0.2791,0.9911,0.2812,0.0833
0.2791,0.9911,0.3438,0.0833
0.2791,0.9911,0.2812,0
0.2791,0.9911,0.2812,0.1667
0.2791,0.9911,0.4062,0
0.2791,0.9911,0.1562,0.0833
0.2791,0.9911,0.0938,0.1667
0.2791,0.9911,0.4688,0
0.2791,0.9911,0.1562,0.25
0.2791,0.9911,0.0938,0.0833
0.2791,0.9911,0.0938,0
0.2791,0.9911,0.0312,0.4167
0.2791,0.9911,0.2188,0.25
0.2791,0.9911,0.4062,0.1667
0.2791,0.9911,0.3438,0.1667
0.2791,0.9911,0.1562,0.3333
0.2791,0.9911,0.2812,0.25
0.2791,0.9911,0.0938,0.3333
0.2791,0.9911,0.4688,0.0833
0.2791,0.9185,0.0312,0.5
0.2791,0.9185,0.3438,0.0833
0.2791,0.9185,0.2188,0.1667
0.2791,0.9185,0.1562,0.25
0.2791,0.9185,0.2812,0.3333
0.2791,0.9185,0.0938,0.25
0.2791,0.9185,0.2812,0.1667
0.2791,0.9185,0.3438,0.1667
0.2791,0.9185,0.2188,0.25
0.2791,0.9185,0.2188,0.3333
0.2791,0.9185,0.2812,0.25
0.2791,0.9185,0.0938,0.3333
0.2791,0.9185,0.1562,0.3333
0.2791,0.9185,0.0938,0.4167
0.2791,0.9185,0.3438,0.25
0.2791,0.9185,0.1562,0.4167
0.2791,0.7647,0.0312,0.5833
0.2791,0.7647,0.2188,0.0833
0.2791,0.7647,0.1562,0.4167
0.2791,0.7647,0.2188,0.1667
0.2791,0.7647,0.2188,0.3333
0.2791,0.7647,0.0938,0.5
0.2791,0.7647,0.2188,0.25
0.2791,0.7647,0.0938,0.4167
0.2791,0.7647,0.0938,0.1667
0.2791,0.7647,0.1562,0.5
0.2791,0.7647,0.0938,0.3333
0.2791,0.7647,0.2188,0.4167
0.2791,0.7647,0.1562,0.25
0.2791,0.7647,0.0938,0.25
0.2791,0.7647,0.1562,0.1667
0.2791,0.7647,0.1562,0.3333
0.2791,0.5043,0.0312,0.6667
0.2791,0.5043,0.0938,0.5833
0.2791,0.5043,0.0938,0.4167
0.2791,0.5043,0.0938,0.0833
0.2791,0.5043,0.0938,0.3333
0.2791,0.5043,0.0938,0.5
0.2791,0.5043,0.0938,0.1667
0.2791,0.5043,0.0938,0.25
0.2791,0.002,0,0.75
0.2791,0.9911,0.0938,0.4167
0.2791,0.9911,0.1562,0.4167
0.2791,0.9911,0.2812,0.3333
0.2791,0.9911,0.2188,0.3333
0.2791,0.9911,0.4688,0.1667
0.2791,0.9911,0.3438,0.25
0.2791,0.9911,0.4062,0.25
0.2791,0.9185,0.0938,0.5
0.2791,0.9185,0.1562,0.5
0.2791,0.9185,0.4062,0.0833
0.2791,0.9185,0.4062,0
0.2791,0.9185,0.4062,0.25
0.2791,0.9185,0.4062,0.1667
0.2791,0.9185,0.4688,0.0833
0.2791,0.9185,0.3438,0.3333
0.2791,0.9185,0.2188,0.4167
0.2791,0.9185,0.2812,0.4167
0.2791,0.9185,0.4062,0.3333
0.2791,0.9185,0.4688,0.25
0.2791,0.7647,0.0938,0.5833
0.2791,0.7647,0.1562,0.5833
0.2791,0.7647,0.2812,0
0.2791,0.7647,0.2812,0.4167
0.2791,0.7647,0.2812,0.25
0.2791,0.7647,0.2812,0.0833
0.2791,0.7647,0.3438,0.0833
0.2791,0.7647,0.2812,0.3333
0.2791,0.7647,0.3438,0.1667
0.2791,0.7647,0.3438,0.25
0.2791,0.7647,0.2812,0.1667
0.2791,0.7647,0.3438,0.3333
0.2791,0.7647,0.2812,0.5
0.2791,0.7647,0.2188,0.5
0.2791,0.7647,0.3438,0.4167
0.2791,0.5043,0.0938,0.6667
0.2791,0.5043,0.1562,0.6667
0.2791,0.5043,0.1562,0
0.2791,0.5043,0.1562,0.5
0.2791,0.5043,0.2188,0.1667
0.2791,0.5043,0.1562,0.3333
0.2791,0.5043,0.1562,0.4167
0.2791,0.5043,0.2188,0.3333
0.2791,0.5043,0.2188,0.25
0.2791,0.5043,0.1562,0.25
0.2791,0.5043,0.2188,0.5833
0.2791,0.5043,0.2188,0.5
0.2791,0.5043,0.2188,0.4167
0.2791,0.5043,0.1562,0.1667
0.2791,0.5043,0.1562,0.5833
0.2791,0.5043,0.1562,0.0833
0.2791,0.5043,0.2188,0.0833
0.2791,0.002,0.0312,0.75
0.2791,0.002,0.0938,0.75
0.2791,0.9911,0.2812,0.4167
0.2791,0.9911,0.2188,0.4167
0.2791,0.9911,0.3438,0.3333
0.2791,0.9185,0.2812,0.5
0.2791,0.9185,0.4688,0
0.2791,0.9185,0.2188,0.5
0.2791,0.9185,0.4688,0.1667
0.2791,0.9185,0.3438,0.4167
0.2791,0.9185,0.4688,0.3333
0.2791,0.9185,0.4062,0.4167
0.2791,0.7647,0.2812,0.5833
0.2791,0.7647,0.4062,0.5
0.2791,0.7647,0.4062,0.4167
0.2791,0.7647,0.4062,0.25
0.2791,0.7647,0.4062,0.3333
0.2791,0.7647,0.3438,0
0.2791,0.7647,0.4062,0.1667
0.2791,0.7647,0.4062,0.0833
0.2791,0.7647,0.2188,0.5833
0.2791,0.7647,0.4688,0.25
0.2791,0.7647,0.4062,0
0.2791,0.7647,0.3438,0.5
0.2791,0.7647,0.4688,0.0833
0.2791,0.7647,0.4688,0.4167
0.2791,0.5043,0.2812,0.6667
0.2791,0.5043,0.2812,0.4167
0.2791,0.5043,0.2812,0.1667
0.2791,0.5043,0.2812,0.3333
0.2791,0.5043,0.2812,0.25
0.2791,0.5043,0.3438,0.5833
0.2791,0.5043,0.2812,0.5
0.2791,0.5043,0.2812,0
0.2791,0.5043,0.2188,0
0.2791,0.5043,0.2188,0.6667
0.2791,0.5043,0.3438,0.3333
0.2791,0.5043,0.2812,0.0833
0.2791,0.5043,0.3438,0.25
0.2791,0.5043,0.3438,0.0833
0.2791,0.5043,0.2812,0.5833
0.2791,0.5043,0.3438,0.5
0.2791,0.5043,0.3438,0.1667
0.2791,0.5043,0.3438,0.4167
0.2791,0.002,0.2188,0.75
0.2791,0.002,0.1562,0.75
0.2791,0.9185,0.3438,0.5
0.2791,0.7647,0.4062,0.5833
0.2791,0.7647,0.4688,0.3333
0.2791,0.7647,0.3438,0.5833
0.2791,0.7647,0.4688,0.5
0.2791,0.7647,0.4688,0
0.2791,0.7647,0.4688,0.1667
0.2791,0.5043,0.4062,0.6667
0.2791,0.5043,0.4062,0.0833
0.2791,0.5043,0.4062,0.5
0.2791,0.5043,0.4062,0.3333
0.2791,0.5043,0.4062,0.25
0.2791,0.5043,0.4062,0.1667
0.2791,0.5043,0.4062,0
0.2791,0.5043,0.4062,0.5833
