Tamanho Hairpin sem Loop,Entropia_HP_S_Loop,HP_S_Loop_state_change,GC_Inicial_Hairpin
0.5581,0.7225,0.6562,0.5833
0.5581,0.7225,0.7188,0.5833
0.5581,0.7225,0.6562,0.5
0.5581,0.7225,0.7188,0.1667
0.5581,0.7225,0.7188,0.3333
0.5581,0.7225,0.6562,0.6667
0.5581,0.7225,0.7188,0.4167
0.5581,0.7225,0.7188,0.25
0.5581,0.7225,0.3438,1
0.5581,0.7225,0.5312,0.9167
0.5581,0.7225,0.7188,0.5
0.5581,0.7225,0.5938,0.8333
0.5581,0.7225,0.6562,0.75
0.5581,0.7225,0.7188,0.6667
0.5581,0.7225,0.6562,0.8333
0.5581,0.7225,0.7188,0.75
0.5581,0.5674,0.5938,0.0833
0.5581,0.5674,0.5938,0.75
0.5581,0.5674,0.5312,0.5
0.5581,0.5674,0.5312,0.0833
0.5581,0.5674,0.5938,0.4167
0.5581,0.5674,0.5312,0.1667
0.5581,0.5674,0.4688,0
0.5581,0.5674,0.5312,0
0.5581,0.5674,0.5312,1
0.5581,0.5674,0.5312,0.25
0.5581,0.5674,0.5312,0.4167
0.5581,0.5674,0.5938,0.5
0.5581,0.5674,0.5938,0.5833
0.5581,0.5674,0.5312,0.8333
0.5581,0.5674,0.4688,1
0.5581,0.5674,0.5312,0.3333
0.5581,0.5674,0.5938,0.1667
0.5581,0.5674,0.5938,0.25
0.5581,0.5674,0.5312,0.5833
0.5581,0.5674,0.5938,0.3333
0.5581,0.5674,0.5312,0.6667
0.5581,0.5674,0.5312,0.75
0.5581,0.5674,0.5938,0.9167
0.5581,0.5674,0.5938,0.6667
0.5581,0.5674,0.5938,0.8333
0.5581,0.5674,0.5312,0.9167
0.5581,0.3547,0.4062,1
0.5581,0.3547,0.3438,0
0.5581,0.3547,0.4062,0.0833
0.5581,0.3547,0.4688,0.5
0.5581,0.3547,0.4062,0.9167
0.5581,0.3547,0.4688,0.25
0.5581,0.3547,0.4062,0.5833
0.5581,0.3547,0.4062,0.75
0.5581,0.3547,0.4062,0.1667
0.5581,0.3547,0.4688,0.0833
0.5581,0.3547,0.4062,0.3333
0.5581,0.3547,0.4688,0.8333
0.5581,0.3547,0.4688,0.3333
0.5581,0.3547,0.4062,0.4167
0.5581,0.3547,0.4062,0.25
0.5581,0.3547,0.4062,0.8333
0.5581,0.3547,0.4688,0.75
0.5581,0.3547,0.4062,0
0.5581,0.3547,0.4688,0.9167
0.5581,0.3547,0.4688,1
0.5581,0.3547,0.4062,0.6667
0.5581,0.3547,0.4688,0.1667
0.5581,0.3547,0.4688,0.6667
0.5581,0.3547,0.4688,0.4167
0.5581,0.3547,0.4688,0.5833
0.5581,0.3547,0.4062,0.5
0.5581,0.002,0.3438,1
0.5581,0.002,0.2812,1
0.5581,0.9968,0.4688,0.6667
0.5581,0.9968,0.5312,0.5833
0.5581,0.9711,0.5312,0.75
0.5581,0.9711,0.5938,0.6667
0.5581,0.9185,0.5312,0.8333
0.5581,0.9185,0.6562,0.75
0.5581,0.9185,0.8438,0.5
0.5581,0.9185,0.4688,0.8333
0.5581,0.9185,0.7812,0.5833
0.5581,0.9185,0.5938,0.75
0.5581,0.9185,0.7188,0.6667
0.5581,0.8369,0.5312,0.9167
0.5581,0.8369,0.8438,0.3333
0.5581,0.8369,0.7188,0.75
0.5581,0.8369,0.8438,0.4167
0.5581,0.8369,0.8438,0.1667
0.5581,0.8369,0.8438,0
0.5581,0.8369,0.8438,0.6667
0.5581,0.8369,0.5938,0.8333
0.5581,0.8369,0.4688,0.9167
0.5581,0.8369,0.8438,0.5
0.5581,0.8369,0.6562,0.8333
0.5581,0.8369,0.7812,0.75
0.5581,0.8369,0.7812,0.6667
0.5581,0.7225,0.5312,1
0.5581,0.7225,0.7188,0
0.5581,0.7225,0.7812,0.25
0.5581,0.7225,0.7812,0.0833
0.5581,0.7225,0.7812,0.4167
0.5581,0.7225,0.7812,0.5833
0.5581,0.7225,0.4688,1
0.5581,0.7225,0.7812,0.1667
0.5581,0.7225,0.5938,0.9167
0.5581,0.7225,0.7812,0.5
0.5581,0.7225,0.7812,0
0.5581,0.7225,0.7812,0.3333
0.5581,0.7225,0.7812,0.8333
0.5581,0.7225,0.6562,0.9167
0.5581,0.7225,0.7812,0.6667
0.5581,0.7225,0.7188,0.8333
0.5581,0.7225,0.7812,0.75
0.5581,0.7225,0.8438,0.0833
0.5581,0.7225,0.8438,0.25
0.5581,0.5674,0.6562,0.25
0.5581,0.5674,0.5938,0
0.5581,0.5674,0.6562,0.0833
0.5581,0.5674,0.6562,0.3333
0.5581,0.5674,0.6562,0.1667
0.5581,0.5674,0.6562,0.5
0.5581,0.5674,0.6562,0.5833
0.5581,0.5674,0.7188,0.0833
0.5581,0.5674,0.6562,0
0.5581,0.5674,0.6562,0.8333
0.5581,0.5674,0.7188,0.25
0.5581,0.5674,0.6562,0.4167
0.5581,0.5674,0.7188,0.9167
0.5581,0.5674,0.7188,0.4167
0.5581,0.5674,0.6562,0.75
0.5581,0.5674,0.6562,0.6667
0.5581,0.5674,0.5938,1
0.5581,0.5674,0.7188,0.6667
0.5581,0.5674,0.7188,0.5
0.5581,0.5674,0.6562,0.9167
0.5581,0.5674,0.6562,1
0.5581,0.5674,0.7188,0.75
0.5581,0.5674,0.7188,0.3333
0.5581,0.5674,0.7188,0.1667
0.5581,0.5674,0.7188,0.5833
0.5581,0.5674,0.7188,0.8333
0.5581,0.3547,0.5312,1
0.5581,0.3547,0.5938,0.5
0.5581,0.3547,0.5312,0.8333
0.5581,0.3547,0.5938,0.25
0.5581,0.3547,0.5312,0.25
0.5581,0.3547,0.5312,0.9167
0.5581,0.3547,0.5312,0.75
0.5581,0.3547,0.5938,0.8333
0.5581,0.3547,0.5312,0.5833
0.5581,0.3547,0.5312,0.3333
0.5581,0.3547,0.5938,0.3333
0.5581,0.3547,0.5312,0.5
0.5581,0.3547,0.5938,0.5833
0.5581,0.3547,0.5312,0
0.5581,0.3547,0.5312,0.6667
0.5581,0.3547,0.5938,1
0.5581,0.3547,0.4688,0
0.5581,0.3547,0.5938,0.4167
0.5581,0.3547,0.5312,0.1667
0.5581,0.3547,0.5938,0.0833
0.5581,0.3547,0.5938,0.9167
0.5581,0.3547,0.5312,0.0833
0.5581,0.3547,0.5312,0.4167
0.5581,0.3547,0.5938,0.1667
0.5581,0.3547,0.5938,0.75
0.5581,0.3547,0.5938,0.6667
0.5581,0.002,0.4688,1
0.5581,0.002,0.4062,1
0.5581,0.9711,0.4688,0.75
0.5581,0.9185,0.5938,0.8333
0.5581,0.8369,0.6562,0.9167
0.5581,0.8369,0.7188,0.8333
0.5581,0.7225,0.6562,1
0.5581,0.7225,0.8438,0.1667
0.5581,0.7225,0.8438,0.3333
0.5581,0.7225,0.5938,1
0.5581,0.7225,0.7188,0.9167
0.5581,0.7225,0.8438,0
0.5581,0.7225,0.8438,0.5833
0.5581,0.7225,0.8438,0.4167
0.5581,0.7225,0.7812,0.9167
0.5581,0.7225,0.8438,0.5
0.5581,0.7225,0.8438,0.6667
0.5581,0.7225,0.8438,0.75
0.5581,0.5674,0.7812,0.8333
0.5581,0.5674,0.7188,0
0.5581,0.5674,0.8438,0.0833
0.5581,0.5674,0.7812,0.6667
0.5581,0.5674,0.7812,0.25
0.5581,0.5674,0.7812,0.1667
0.5581,0.5674,0.7812,0.4167
0.5581,0.5674,0.7812,0.0833
0.5581,0.5674,0.7812,0.5
0.5581,0.5674,0.7812,0.75
0.5581,0.5674,0.7812,0.3333
0.5581,0.5674,0.7812,0
0.5581,0.5674,0.7812,0.5833
0.5581,0.5674,0.7812,1
0.5581,0.5674,0.7188,1
0.5581,0.5674,0.8438,0.9167
0.5581,0.5674,0.8438,0.75
0.5581,0.5674,0.8438,0.4167
0.5581,0.5674,0.7812,0.9167
0.5581,0.5674,0.8438,0.25
0.5581,0.3547,0.6562,1
0.5581,0.3547,0.6562,0.6667
0.5581,0.3547,0.7188,0.8333
0.5581,0.3547,0.6562,0.75
0.5581,0.3547,0.6562,0.4167
0.5581,0.3547,0.7188,0.9167
0.5581,0.3547,0.6562,0.25
0.5581,0.3547,0.7188,0.3333
0.5581,0.3547,0.6562,0.0833
0.5581,0.3547,0.5938,0
0.5581,0.3547,0.6562,0.9167
0.5581,0.3547,0.6562,0
0.5581,0.3547,0.6562,0.5833
0.5581,0.3547,0.6562,0.5
0.5581,0.3547,0.6562,0.8333
0.5581,0.3547,0.7188,0.0833
0.5581,0.3547,0.7188,0.75
0.5581,0.3547,0.6562,0.1667
0.5581,0.3547,0.6562,0.3333
0.5581,0.3547,0.7188,1
0.5581,0.3547,0.7188,0.25
0.5581,0.3547,0.7188,0.1667
0.5581,0.3547,0.7188,0.5833
0.5581,0.3547,0.7188,0.4167
0.5581,0.3547,0.7188,0.5
0.5581,0.3547,0.7188,0.6667
0.5581,0.002,0.5938,1
0.5581,0.002,0.5312,1
0.5581,0.8369,0.5938,0.9167
0.5581,0.7225,0.7188,1
0.5581,0.7225,0.8438,0.8333
0.5581,0.5674,0.8438,0.5833
0.5581,0.5674,0.8438,0.5
0.5581,0.5674,0.8438,0
0.5581,0.5674,0.8438,0.6667
0.5581,0.5674,0.8438,0.1667
0.5581,0.5674,0.8438,0.8333
0.5581,0.5674,0.8438,1
0.5581,0.5674,0.8438,0.3333
0.5581,0.3547,0.7812,1
0.5581,0.3547,0.7188,0
0.5581,0.3547,0.7812,0.1667
0.5581,0.3547,0.7812,0.5833
0.5581,0.3547,0.7812,0.3333
0.5581,0.3547,0.7812,0.75
0.5581,0.3547,0.7812,0.8333
0.5581,0.3547,0.7812,0.6667
0.5581,0.3547,0.7812,0.0833
0.5581,0.3547,0.7812,0.25
0.5581,0.3547,0.7812,0.9167
0.5581,0.3547,0.7812,0.5
0.5581,0.3547,0.7812,0.4167
0.5581,0.3547,0.7812,0
0.5581,0.3547,0.8438,1
0.5581,0.3547,0.8438,0.25
0.5581,0.3547,0.8438,0.5833
0.5581,0.3547,0.8438,0.4167
0.5581,0.3547,0.8438,0.0833
0.5581,0.3547,0.8438,0.9167
0.5581,0.002,0.7188,1
0.5581,0.002,0.6562,1
0.5581,0.3547,0.8438,0.6667
0.5581,0.3547,0.8438,0
0.5581,0.3547,0.8438,0.5
0.5581,0.3547,0.8438,0.8333
0.5581,0.3547,0.8438,0.3333
0.5581,0.3547,0.8438,0.75
0.5581,0.3547,0.8438,0.1667
0.5581,0.002,0.8438,1
0.5581,0.002,0.7812,1
0.5581,0.002,0.0312,0
0.5581,0.002,0.0938,0
0.5581,0.9968,0.8438,0.25
0.5581,0.9968,0.7812,0.3333
0.5581,0.9968,0.7188,0.4167
0.5581,0.9968,0.6562,0.5
0.5581,0.9968,0.7812,0.4167
0.5581,0.9711,0.8438,0.4167
0.5581,0.9968,0.8438,0.3333
0.5581,0.9968,0.5938,0.5833
0.5581,0.9968,0.5312,0.6667
0.5581,0.9711,0.7188,0.5833
0.5581,0.9711,0.7812,0.5
0.5581,0.9711,0.6562,0.6667
0.5581,0.9185,0.7812,0.6667
0.5581,0.9968,0.7188,0.5
0.5581,0.9968,0.5938,0.6667
0.5581,0.9711,0.5938,0.75
0.5581,0.9185,0.7188,0.75
0.5581,0.9185,0.6562,0.8333
0.5581,0.9968,0.6562,0.5833
0.5581,0.9711,0.7188,0.6667
0.5581,0.9711,0.7812,0.5833
0.5581,0.9185,0.8438,0.5833
0.5581,0.9185,0.8438,0.6667
0.5581,0.8369,0.7188,0.9167
0.5581,0.8369,0.7812,0.8333
0.5581,0.8369,0.8438,0.75
0.5581,0.7225,0.7812,1
0.5581,0.7225,0.8438,0.9167
0.5581,0.9185,0.7812,0.75
0.5581,0.002,0.1562,0
0.5581,0.002,0.2188,0
0.5581,0.9968,0.8438,0.4167
0.5581,0.9968,0.7812,0.5
0.5581,0.9968,0.7188,0.5833
0.5581,0.9711,0.8438,0.5
0.5581,0.9711,0.6562,0.75
0.5581,0.9968,0.6562,0.6667
0.5581,0.9711,0.7188,0.75
0.5581,0.9185,0.7188,0.8333
0.5581,0.9968,0.7812,0.5833
0.5581,0.9711,0.8438,0.5833
0.5581,0.9185,0.7812,0.8333
0.5581,0.9185,0.8438,0.75
0.5581,0.8369,0.8438,0.9167
0.5581,0.9711,0.7812,0.6667
0.5581,0.8369,0.7812,0.9167
0.5581,0.7225,0.8438,1
0.5581,0.002,0.2812,0
0.5581,0.002,0.3438,0
0.5581,0.9968,0.7188,0.6667
0.5581,0.9968,0.7812,0.6667
0.5581,0.9968,0.8438,0.5833
0.5581,0.9968,0.8438,0.5
0.5581,0.9711,0.8438,0.75
0.5581,0.9711,0.8438,0.6667
0.5581,0.9711,0.7812,0.75
0.5581,0.9185,0.8438,0.8333
0.5581,0.002,0.4062,0
0.5581,0.002,0.4688,0
0.5581,0.9968,0.8438,0.6667
0.5581,0.002,0.5312,0
0.5581,0.002,0.5938,0
0.5581,0.002,0.6562,0
0.5581,0.002,0.7188,0
0.5581,0.002,0.7812,0
0.5581,0.002,0.8438,0
0.6047,0.002,0,0
0.6047,0.3386,0.0312,0.0833
0.6047,0.3386,0.0312,0
0.6047,0.3386,0.0938,0
0.6047,0.5445,0.0312,0.1667
0.6047,0.5445,0.0312,0
0.6047,0.5445,0.1562,0.0833
0.6047,0.5445,0.0938,0
0.6047,0.5445,0.2188,0
0.6047,0.5445,0.1562,0
0.6047,0.5445,0.0938,0.0833
0.6047,0.6968,0.0312,0.25
0.6047,0.6968,0.0312,0
0.6047,0.6968,0.2812,0.0833
0.6047,0.6968,0.1562,0.0833
0.6047,0.6968,0.1562,0.1667
0.6047,0.6968,0.3438,0
0.6047,0.6968,0.2188,0
0.6047,0.6968,0.2812,0
0.6047,0.6968,0.0938,0
0.6047,0.6968,0.1562,0
0.6047,0.6968,0.2188,0.0833
0.6047,0.6968,0.0938,0.1667
0.6047,0.6968,0.0938,0.0833
0.6047,0.8117,0.0312,0.3333
0.6047,0.8117,0.0312,0
0.6047,0.8117,0.3438,0
0.6047,0.8117,0.3438,0.0833
0.6047,0.8117,0.4688,0
0.6047,0.8117,0.1562,0
0.6047,0.8117,0.4062,0
0.6047,0.8117,0.1562,0.0833
0.6047,0.8117,0.1562,0.1667
0.6047,0.8117,0.2812,0
0.6047,0.8117,0.4062,0.0833
0.6047,0.8117,0.2188,0
0.6047,0.8117,0.2812,0.0833
0.6047,0.8117,0.0938,0
0.6047,0.8117,0.2188,0.0833
0.6047,0.8117,0.2812,0.1667
0.6047,0.8117,0.1562,0.25
0.6047,0.8117,0.2188,0.1667
0.6047,0.8117,0.0938,0.25
0.6047,0.8117,0.0938,0.1667
0.6047,0.8117,0.0938,0.0833
0.6047,0.8962,0.0312,0.4167
0.6047,0.8962,0.0312,0
0.6047,0.8962,0.3438,0
0.6047,0.8962,0.4688,0
0.6047,0.8962,0.2812,0.25
0.6047,0.8962,0.5312,0
0.6047,0.8962,0.2812,0
0.6047,0.8962,0.2188,0
0.6047,0.8962,0.4062,0.1667
0.6047,0.8962,0.1562,0.25
0.6047,0.8962,0.4062,0
0.6047,0.8962,0.4688,0.0833
0.6047,0.8962,0.0938,0.25
0.6047,0.8962,0.2812,0.1667
0.6047,0.8962,0.4062,0.0833
0.6047,0.8962,0.3438,0.0833
0.6047,0.8962,0.2812,0.0833
0.6047,0.8962,0.5312,0.0833
0.6047,0.8962,0.2188,0.25
0.6047,0.8962,0.3438,0.1667
0.6047,0.8962,0.5938,0
0.6047,0.8962,0.0938,0
0.6047,0.8962,0.1562,0
0.6047,0.8962,0.2188,0.1667
0.6047,0.8962,0.1562,0.0833
0.6047,0.8962,0.2188,0.0833
0.6047,0.8962,0.1562,0.3333
0.6047,0.8962,0.1562,0.1667
0.6047,0.8962,0.0938,0.0833
0.6047,0.8962,0.0938,0.3333
0.6047,0.8962,0.0938,0.1667
0.6047,0.9545,0.0312,0.5
0.6047,0.9545,0.0312,0
0.6047,0.9545,0.7188,0
0.6047,0.9545,0.4062,0
0.6047,0.9545,0.5312,0.1667
0.6047,0.9545,0.4688,0
0.6047,0.9545,0.5938,0
0.6047,0.9545,0.4062,0.1667
0.6047,0.9545,0.3438,0
0.6047,0.9545,0.2812,0.1667
0.6047,0.9545,0.4062,0.0833
0.6047,0.9545,0.2812,0
0.6047,0.9545,0.5312,0
0.6047,0.9545,0.3438,0.0833
0.6047,0.9545,0.6562,0
0.6047,0.9545,0.4688,0.0833
0.6047,0.9545,0.5312,0.0833
0.6047,0.9545,0.2188,0
0.6047,0.9545,0.2812,0.3333
0.6047,0.9545,0.2812,0.25
0.6047,0.9545,0.4688,0.1667
0.6047,0.9545,0.2812,0.0833
0.6047,0.9545,0.2188,0.0833
0.6047,0.9545,0.5938,0.0833
0.6047,0.9545,0.3438,0.1667
0.6047,0.9545,0.4062,0.25
0.6047,0.9545,0.1562,0.1667
0.6047,0.9545,0.6562,0.0833
0.6047,0.9545,0.2188,0.1667
0.6047,0.9545,0.1562,0.25
0.6047,0.9545,0.3438,0.25
0.6047,0.9545,0.1562,0
0.6047,0.9545,0.2188,0.25
0.6047,0.9545,0.1562,0.4167
0.6047,0.9545,0.2188,0.3333
0.6047,0.9545,0.1562,0.3333
0.6047,0.9545,0.0938,0
0.6047,0.9545,0.1562,0.0833
0.6047,0.9545,0.0938,0.0833
0.6047,0.9545,0.0938,0.1667
0.6047,0.9545,0.0938,0.4167
0.6047,0.9545,0.0938,0.3333
0.6047,0.9545,0.0938,0.25
0.6047,0.9887,0.0312,0.5833
0.6047,0.9887,0.0312,0
0.6047,0.9887,0.4062,0
0.6047,0.9887,0.2812,0
0.6047,0.9887,0.3438,0.25
0.6047,0.9887,0.5938,0
0.6047,0.9887,0.3438,0
0.6047,0.9887,0.4688,0
0.6047,0.9887,0.6562,0.0833
0.6047,0.9887,0.3438,0.0833
0.6047,0.9887,0.6562,0
0.6047,0.9887,0.4062,0.25
0.6047,0.9887,0.5938,0.0833
0.6047,0.9887,0.2188,0.25
0.6047,0.9887,0.5312,0.0833
0.6047,0.9887,0.5312,0
0.6047,0.9887,0.4688,0.0833
0.6047,0.9887,0.7188,0
0.6047,0.9887,0.2188,0.1667
0.6047,0.9887,0.4062,0.1667
0.6047,0.9887,0.4062,0.0833
0.6047,0.9887,0.2812,0.1667
0.6047,0.9887,0.3438,0.1667
0.6047,0.9887,0.2188,0.0833
0.6047,0.9887,0.5312,0.1667
0.6047,0.9887,0.2812,0.25
0.6047,0.9887,0.5938,0.1667
0.6047,0.9887,0.1562,0.4167
0.6047,0.9887,0.2812,0.4167
0.6047,0.9887,0.4688,0.25
0.6047,0.9887,0.2812,0.0833
0.6047,0.9887,0.1562,0
0.6047,0.9887,0.7812,0
0.6047,0.9887,0.4688,0.1667
0.6047,0.9887,0.7188,0.0833
0.6047,0.9887,0.2188,0
0.6047,0.9887,0.4062,0.3333
0.6047,0.9887,0.2812,0.3333
0.6047,0.9887,0.0938,0.5
0.6047,0.9887,0.1562,0.25
0.6047,0.9887,0.5312,0.25
0.6047,0.9887,0.6562,0.1667
0.6047,0.9887,0.7812,0.0833
0.6047,0.9887,0.0938,0.4167
0.6047,0.9887,0.2188,0.4167
0.6047,0.9887,0.2188,0.3333
0.6047,0.9887,0.3438,0.3333
0.6047,0.9887,0.0938,0
0.6047,0.9887,0.1562,0.5
0.6047,0.9887,0.8438,0
0.6047,0.9887,0.1562,0.0833
0.6047,0.9887,0.0938,0.0833
0.6047,0.9887,0.1562,0.3333
0.6047,0.9887,0.1562,0.1667
0.6047,0.9887,0.0938,0.1667
0.6047,1,0.0312,0.6667
0.6047,1,0.0312,0
0.6047,1,0.4062,0
0.6047,1,0.5312,0
0.6047,1,0.3438,0
0.6047,1,0.4688,0
0.6047,1,0.4062,0.1667
0.6047,1,0.2812,0.3333
0.6047,1,0.2812,0
0.6047,1,0.4688,0.0833
0.6047,1,0.7812,0
0.6047,1,0.6562,0.0833
0.6047,1,0.5312,0.0833
0.6047,1,0.5312,0.1667
0.6047,1,0.5938,0
0.6047,1,0.1562,0
0.6047,1,0.3438,0.1667
0.6047,1,0.4062,0.0833
0.6047,1,0.5938,0.0833
0.6047,1,0.4062,0.25
0.6047,1,0.2812,0.4167
0.6047,1,0.3438,0.0833
0.6047,1,0.5312,0.25
0.6047,1,0.4688,0.25
0.6047,1,0.3438,0.25
0.6047,1,0.2188,0.25
0.6047,1,0.6562,0
0.6047,1,0.6562,0.1667
0.6047,1,0.2188,0
0.6047,1,0.2812,0.1667
0.6047,1,0.7188,0.0833
0.6047,1,0.4062,0.3333
0.6047,1,0.2188,0.0833
0.6047,1,0.5938,0.1667
0.6047,1,0.1562,0.25
0.6047,1,0.4688,0.1667
0.6047,1,0.2188,0.1667
0.6047,1,0.1562,0.5833
0.6047,1,0.3438,0.4167
0.6047,1,0.5938,0.25
0.6047,1,0.7188,0
0.6047,1,0.2812,0.25
0.6047,1,0.7188,0.1667
0.6047,1,0.2188,0.5
0.6047,1,0.2812,0.0833
0.6047,1,0.5312,0.3333
0.6047,1,0.4688,0.3333
0.6047,1,0.7812,0.1667
0.6047,1,0.7812,0.0833
0.6047,1,0.2188,0.4167
0.6047,1,0.3438,0.3333
0.6047,1,0.2812,0.5
0.6047,1,0.4062,0.4167
0.6047,1,0.1562,0.3333
0.6047,1,0.6562,0.25
0.6047,1,0.0938,0.5
0.6047,1,0.2188,0.3333
0.6047,1,0.8438,0.0833
0.6047,1,0.0938,0.25
0.6047,1,0.8438,0
0.6047,1,0.1562,0.1667
0.6047,1,0.0938,0
0.6047,1,0.1562,0.4167
0.6047,1,0.1562,0.5
0.6047,1,0.1562,0.0833
0.6047,1,0.0938,0.3333
0.6047,1,0.0938,0.4167
0.6047,1,0.0938,0.5833
0.6047,1,0.9062,0
0.6047,1,0.9062,0.0833
0.6047,1,0.0938,0.1667
0.6047,1,0.0938,0.0833
0.6047,0.9887,0.0312,0.75
0.6047,0.9887,0.4062,0.5
0.6047,0.9887,0.6562,0.25
0.6047,0.9887,0.3438,0.4167
0.6047,0.9887,0.5312,0.4167
0.6047,0.9887,0.6562,0.3333
0.6047,0.9887,0.2188,0.5833
0.6047,0.9887,0.5938,0.3333
0.6047,0.9887,0.4688,0.3333
0.6047,0.9887,0.4688,0.4167
0.6047,0.9887,0.7188,0.1667
0.6047,0.9887,0.2812,0.5
0.6047,0.9887,0.1562,0.5833
0.6047,0.9887,0.5938,0.25
0.6047,0.9887,0.4062,0.4167
0.6047,0.9887,0.0938,0.3333
0.6047,0.9887,0.2812,0.5833
0.6047,0.9887,0.2188,0.5
0.6047,0.9887,0.1562,0.6667
0.6047,0.9887,0.5312,0.3333
0.6047,0.9887,0.7188,0.25
0.6047,0.9887,0.3438,0.5
0.6047,0.9887,0.8438,0.0833
0.6047,0.9887,0.7812,0.1667
0.6047,0.9887,0.0938,0.25
0.6047,0.9887,0.8438,0.1667
0.6047,0.9887,0.7812,0.25
0.6047,0.9887,0.0938,0.6667
0.6047,0.9545,0.0312,0.8333
0.6047,0.9545,0.4062,0.4167
0.6047,0.9545,0.4688,0.3333
0.6047,0.9545,0.4688,0.25
0.6047,0.9545,0.5312,0.25
0.6047,0.9545,0.2812,0.4167
0.6047,0.9545,0.5938,0.1667
0.6047,0.9545,0.5312,0.5
0.6047,0.9545,0.4062,0.3333
0.6047,0.9545,0.3438,0.5833
0.6047,0.9545,0.3438,0.3333
0.6047,0.9545,0.5312,0.3333
0.6047,0.9545,0.7188,0.1667
0.6047,0.9545,0.2188,0.4167
0.6047,0.9545,0.5938,0.25
0.6047,0.9545,0.6562,0.1667
0.6047,0.9545,0.4062,0.5
0.6047,0.9545,0.2188,0.5
0.6047,0.9545,0.6562,0.25
0.6047,0.9545,0.4688,0.4167
0.6047,0.9545,0.5938,0.3333
0.6047,0.9545,0.3438,0.4167
0.6047,0.9545,0.4688,0.5
0.6047,0.9545,0.4062,0.5833
0.6047,0.9545,0.7188,0.0833
0.6047,0.9545,0.1562,0.6667
0.6047,0.9545,0.2812,0.5
0.6047,0.9545,0.3438,0.5
0.6047,0.9545,0.5312,0.4167
0.6047,0.9545,0.2812,0.5833
0.6047,0.9545,0.7188,0.25
0.6047,0.9545,0.1562,0.75
0.6047,0.9545,0.6562,0.3333
0.6047,0.9545,0.5938,0.4167
0.6047,0.9545,0.7188,0.3333
0.6047,0.9545,0.2812,0.6667
0.6047,0.9545,0.2188,0.5833
0.6047,0.9545,0.1562,0.5
0.6047,0.9545,0.1562,0.5833
0.6047,0.9545,0.0938,0.6667
0.6047,0.9545,0.2188,0.6667
0.6047,0.9545,0.6562,0.4167
0.6047,0.9545,0.0938,0.75
0.6047,0.9545,0.0938,0.5833
0.6047,0.9545,0.0938,0.5
0.6047,0.8962,0.0312,0.9167
0.6047,0.8962,0.4688,0.25
0.6047,0.8962,0.4688,0.1667
0.6047,0.8962,0.4688,0.3333
0.6047,0.8962,0.5312,0.3333
0.6047,0.8962,0.4062,0.25
0.6047,0.8962,0.5938,0.0833
0.6047,0.8962,0.2188,0.5833
0.6047,0.8962,0.1562,0.75
0.6047,0.8962,0.2812,0.4167
0.6047,0.8962,0.3438,0.5
0.6047,0.8962,0.4062,0.5
0.6047,0.8962,0.5312,0.1667
0.6047,0.8962,0.5938,0.1667
0.6047,0.8962,0.2188,0.5
0.6047,0.8962,0.4062,0.3333
0.6047,0.8962,0.2188,0.4167
0.6047,0.8962,0.5312,0.4167
0.6047,0.8962,0.3438,0.4167
0.6047,0.8962,0.3438,0.25
0.6047,0.8962,0.3438,0.3333
0.6047,0.8962,0.4062,0.4167
0.6047,0.8962,0.2812,0.5833
0.6047,0.8962,0.5938,0.4167
0.6047,0.8962,0.2188,0.6667
0.6047,0.8962,0.5938,0.25
0.6047,0.8962,0.5312,0.25
0.6047,0.8962,0.2188,0.3333
0.6047,0.8962,0.4688,0.5
0.6047,0.8962,0.2188,0.75
0.6047,0.8962,0.4688,0.4167
0.6047,0.8962,0.2812,0.3333
0.6047,0.8962,0.3438,0.5833
0.6047,0.8962,0.5938,0.3333
0.6047,0.8962,0.2812,0.5
0.6047,0.8962,0.1562,0.5833
0.6047,0.8962,0.2812,0.75
0.6047,0.8962,0.4062,0.5833
0.6047,0.8962,0.5312,0.5
0.6047,0.8962,0.2812,0.6667
0.6047,0.8962,0.1562,0.4167
0.6047,0.8962,0.1562,0.5
0.6047,0.8962,0.3438,0.6667
0.6047,0.8962,0.1562,0.6667
0.6047,0.8962,0.1562,0.8333
0.6047,0.8962,0.0938,0.75
0.6047,0.8962,0.5312,0.5833
0.6047,0.8962,0.4062,0.6667
0.6047,0.8962,0.0938,0.4167
0.6047,0.8962,0.4688,0.5833
0.6047,0.8962,0.0938,0.5833
0.6047,0.8962,0.5938,0.5
0.6047,0.8962,0.0938,0.5
0.6047,0.8962,0.0938,0.6667
0.6047,0.8962,0.0938,0.8333
0.6047,0.8117,0.0312,1
0.6047,0.8117,0.2812,0.5
0.6047,0.8117,0.3438,0.1667
0.6047,0.8117,0.4688,0.3333
0.6047,0.8117,0.4688,0.1667
0.6047,0.8117,0.4688,0.5
0.6047,0.8117,0.2188,0.75
0.6047,0.8117,0.2188,0.4167
0.6047,0.8117,0.3438,0.25
0.6047,0.8117,0.4688,0.4167
0.6047,0.8117,0.2812,0.4167
0.6047,0.8117,0.3438,0.6667
0.6047,0.8117,0.2188,0.25
0.6047,0.8117,0.4688,0.25
0.6047,0.8117,0.2188,0.3333
0.6047,0.8117,0.2188,0.5
0.6047,0.8117,0.2188,0.6667
0.6047,0.8117,0.4688,0.0833
0.6047,0.8117,0.3438,0.3333
0.6047,0.8117,0.4062,0.1667
0.6047,0.8117,0.2812,0.6667
0.6047,0.8117,0.3438,0.4167
0.6047,0.8117,0.4062,0.5
